"entitynum","samplenum","varname","varnum","count"
573.00,1.00,"Tribulus terrestris-type",3431.00,17.00
573.00,1.00,"Typha",112.00,5.00
573.00,1.00,"Undetermined",1231.00,7.00
573.00,1.00,"Urticaceae undiff.",1232.00,1.00
573.00,1.00,"Zaleya-type pentandra",3570.00,46.00
574.00,1.00,"Asclepiadaceae undiff.",926.00,1.00
574.00,1.00,"Asteraceae undiff.",1174.00,1.00
574.00,1.00,"Celtis",16.00,1.00
574.00,1.00,"Cupressaceae undiff.",3771.00,1.00
574.00,1.00,"Cyathea",233.00,1.00
574.00,1.00,"Cyperaceae undiff.",1190.00,22.00
574.00,1.00,"Davalliaceae undiff.",3528.00,1.00
574.00,1.00,"Ericaceae undiff.",1193.00,328.00
574.00,1.00,"Fabaceae undiff.",88.00,1.00
574.00,1.00,"Heliantheae undiff.",3624.00,1.00
574.00,1.00,"Ilex mitis",131.00,1.00
574.00,1.00,"Inuleae undiff.",3639.00,10.00
574.00,1.00,"Lamiaceae undiff.",1199.00,1.00
574.00,1.00,"Lycopodium",575.00,2.00
574.00,1.00,"Maytenus",459.00,1.00
574.00,1.00,"Monoletes undiff.",1203.00,2.00
574.00,1.00,"Noronhia",1625.00,3.00
574.00,1.00,"Poaceae undiff.",1207.00,96.00
574.00,1.00,"Podocarpus",128.00,1.00
574.00,1.00,"Polypodiaceae undiff.",3540.00,1.00
574.00,1.00,"Restio",1610.00,2.00
574.00,1.00,"Strychnos",845.00,1.00
574.00,1.00,"Trema-type orientalis",623.00,1.00
574.00,1.00,"Triletes undiff.",1230.00,1.00
574.00,1.00,"Undetermined",1231.00,1.00
575.00,1.00,"Alchornea",118.00,16.00
575.00,1.00,"Begonia",142.00,1.00
575.00,1.00,"Bridelia-type",2016.00,1.00
575.00,1.00,"Caesalpiniaceae undiff.",46.00,14.00
575.00,1.00,"Calpocalyx-type",591.00,3.00
575.00,1.00,"Cardiospermum",471.00,1.00
575.00,1.00,"Ceiba pentandra",30.00,14.00
575.00,1.00,"Celastraceae/Hippocrateaceae undiff.",1184.00,1.00
575.00,1.00,"Celtis",16.00,27.00
575.00,1.00,"Cyperaceae undiff.",1190.00,1.00
575.00,1.00,"Entada-type",517.00,5.00
575.00,1.00,"Euphorbia-type",529.00,59.00
575.00,1.00,"Evolvulus-type",512.00,1.00
575.00,1.00,"Fabaceae undiff.",88.00,1.00
575.00,1.00,"Ficus",127.00,1.00
575.00,1.00,"Hymenostegia-type pellegrinii",3691.00,2.00
575.00,1.00,"Irvingia-type gabonensis",76.00,1.00
575.00,1.00,"Loranthaceae undiff.",3910.00,1.00
575.00,1.00,"Macaranga-type",712.00,6.00
575.00,1.00,"Margaritaria discoidea",2019.00,8.00
575.00,1.00,"Meliaceae undiff.",3920.00,2.00
575.00,1.00,"Monocotyledoneae undiff.",1202.00,1.00
575.00,1.00,"Myrianthus-type",2874.00,3.00
575.00,1.00,"Petersianthus-type macrocarpus",3898.00,1.00
575.00,1.00,"Plagiostyles-type africana",3827.00,2.00
575.00,1.00,"Poaceae undiff.",1207.00,5.00
575.00,1.00,"Pycnanthus",470.00,36.00
575.00,1.00,"Raphiostylis",662.00,2.00
575.00,1.00,"Rubiaceae undiff.",1219.00,1.00
575.00,1.00,"Rutaceae undiff.",2045.00,1.00
575.00,1.00,"Solanum-type",384.00,11.00
575.00,1.00,"Sterculia-type",40.00,42.00
575.00,1.00,"Strombosia scheffleri-type",3979.00,3.00
575.00,1.00,"Syzygium-type",5.00,51.00
575.00,1.00,"Tiliaceae undiff.",1759.00,18.00
575.00,1.00,"Uapaca",10.00,13.00
575.00,1.00,"Uncaria-type africana",1701.00,2.00
575.00,1.00,"Vepris-type",4083.00,2.00
575.00,1.00,"Vitaceae undiff.",2076.00,47.00
576.00,1.00,"Alchornea",118.00,4.00
576.00,1.00,"Apocynaceae undiff.",857.00,1.00
576.00,1.00,"Caesalpiniaceae undiff.",46.00,12.00
576.00,1.00,"Calpocalyx-type",591.00,8.00
576.00,1.00,"Ceiba pentandra",30.00,8.00
576.00,1.00,"Celastraceae/Hippocrateaceae undiff.",1184.00,38.00
576.00,1.00,"Celtis",16.00,3.00
576.00,1.00,"Combretaceae undiff.",1187.00,1.00
576.00,1.00,"Diospyros",68.00,1.00
576.00,1.00,"Entada-type",517.00,4.00
576.00,1.00,"Euphorbia-type",529.00,77.00
576.00,1.00,"Evolvulus-type",512.00,3.00
576.00,1.00,"Fabaceae undiff.",88.00,2.00
576.00,1.00,"Ficus",127.00,2.00
576.00,1.00,"Indeterminable",1198.00,57.00
576.00,1.00,"Irvingia-type gabonensis",76.00,4.00
576.00,1.00,"Loranthaceae undiff.",3910.00,7.00
576.00,1.00,"Margaritaria discoidea",2019.00,16.00
576.00,1.00,"Meliaceae undiff.",3920.00,2.00
576.00,1.00,"Moraceae undiff.",1752.00,6.00
576.00,1.00,"Myrianthus-type",2874.00,126.00
576.00,1.00,"Plagiostyles-type africana",3827.00,2.00
576.00,1.00,"Poaceae undiff.",1207.00,14.00
576.00,1.00,"Pycnanthus",470.00,4.00
576.00,1.00,"Rhamnaceae undiff.",1214.00,1.00
576.00,1.00,"Rubiaceae undiff.",1219.00,2.00
576.00,1.00,"Sterculia-type",40.00,18.00
576.00,1.00,"Strombosia scheffleri-type",3979.00,2.00
576.00,1.00,"Tiliaceae undiff.",1759.00,5.00
576.00,1.00,"Uapaca",10.00,18.00
576.00,1.00,"Undetermined",1231.00,1.00
576.00,1.00,"Vitaceae undiff.",2076.00,28.00
577.00,1.00,"Alchornea",118.00,12.00
577.00,1.00,"Aphania-type senegalensis",1098.00,1.00
577.00,1.00,"Caesalpiniaceae undiff.",46.00,17.00
577.00,1.00,"Calpocalyx-type",591.00,11.00
577.00,1.00,"Ceiba pentandra",30.00,17.00
577.00,1.00,"Celastraceae/Hippocrateaceae undiff.",1184.00,42.00
577.00,1.00,"Celtis",16.00,3.00
577.00,1.00,"Combretaceae undiff.",1187.00,1.00
577.00,1.00,"Entada-type",517.00,10.00
577.00,1.00,"Euphorbia-type",529.00,35.00
577.00,1.00,"Evolvulus-type",512.00,5.00
577.00,1.00,"Ficus",127.00,18.00
577.00,1.00,"Hymenostegia-type pellegrinii",3691.00,7.00
577.00,1.00,"Indeterminable",1198.00,31.00
577.00,1.00,"Irvingia-type gabonensis",76.00,2.00
577.00,1.00,"Landolphia-type",9.00,3.00
577.00,1.00,"Loranthaceae undiff.",3910.00,1.00
577.00,1.00,"Margaritaria discoidea",2019.00,11.00
577.00,1.00,"Meliaceae undiff.",3920.00,1.00
577.00,1.00,"Monocotyledoneae undiff.",1202.00,2.00
577.00,1.00,"Moraceae undiff.",1752.00,5.00
577.00,1.00,"Petersianthus-type macrocarpus",3898.00,6.00
577.00,1.00,"Poaceae undiff.",1207.00,8.00
577.00,1.00,"Pycnanthus",470.00,37.00
577.00,1.00,"Rhamnaceae undiff.",1214.00,7.00
577.00,1.00,"Sterculia-type",40.00,76.00
577.00,1.00,"Strombosia scheffleri-type",3979.00,4.00
577.00,1.00,"Tetracera",287.00,1.00
577.00,1.00,"Uapaca",10.00,28.00
577.00,1.00,"Uncaria-type africana",1701.00,8.00
577.00,1.00,"Vitaceae undiff.",2076.00,22.00
578.00,1.00,"Alchornea",118.00,10.00
578.00,1.00,"Antrocaryon-type klaineanum",10007.00,1.00
578.00,1.00,"Aphania-type senegalensis",1098.00,3.00
578.00,1.00,"Apocynaceae undiff.",857.00,1.00
578.00,1.00,"Caesalpiniaceae undiff.",46.00,35.00
578.00,1.00,"Calpocalyx-type",591.00,9.00
578.00,1.00,"Cardiospermum",471.00,1.00
578.00,1.00,"Ceiba pentandra",30.00,10.00
578.00,1.00,"Celastraceae/Hippocrateaceae undiff.",1184.00,10.00
578.00,1.00,"Celtis",16.00,6.00
578.00,1.00,"Dorstenia-type",3954.00,1.00
578.00,1.00,"Euphorbia-type",529.00,119.00
578.00,1.00,"Evolvulus-type",512.00,4.00
578.00,1.00,"Indeterminable",1198.00,74.00
578.00,1.00,"Irvingia-type gabonensis",76.00,3.00
578.00,1.00,"Loranthaceae undiff.",3910.00,1.00
578.00,1.00,"Macaranga-type",712.00,1.00
578.00,1.00,"Margaritaria discoidea",2019.00,14.00
578.00,1.00,"Moraceae undiff.",1752.00,5.00
578.00,1.00,"Pausinystalia-type macroceras",491.00,1.00
578.00,1.00,"Petersianthus-type macrocarpus",3898.00,3.00
578.00,1.00,"Plagiostyles-type africana",3827.00,1.00
578.00,1.00,"Poaceae undiff.",1207.00,11.00
578.00,1.00,"Pycnanthus",470.00,18.00
578.00,1.00,"Rhamnaceae undiff.",1214.00,12.00
578.00,1.00,"Sterculia-type",40.00,49.00
578.00,1.00,"Strombosia scheffleri-type",3979.00,2.00
578.00,1.00,"Tiliaceae undiff.",1759.00,2.00
578.00,1.00,"Uapaca",10.00,45.00
578.00,1.00,"Uncaria-type africana",1701.00,2.00
578.00,1.00,"Vitaceae undiff.",2076.00,13.00
579.00,1.00,"Alchornea",118.00,5.00
579.00,1.00,"Aphania-type senegalensis",1098.00,2.00
579.00,1.00,"Apocynaceae undiff.",857.00,1.00
579.00,1.00,"Caesalpiniaceae undiff.",46.00,20.00
579.00,1.00,"Cardiospermum",471.00,5.00
579.00,1.00,"Ceiba pentandra",30.00,25.00
579.00,1.00,"Celastraceae/Hippocrateaceae undiff.",1184.00,14.00
579.00,1.00,"Celtis",16.00,5.00
579.00,1.00,"Croton-type",100.00,1.00
579.00,1.00,"Crudia-type gabonensis",500.00,1.00
579.00,1.00,"Entada-type",517.00,2.00
579.00,1.00,"Euphorbia-type",529.00,31.00
579.00,1.00,"Fabaceae undiff.",88.00,1.00
579.00,1.00,"Indeterminable",1198.00,69.00
579.00,1.00,"Irvingia-type gabonensis",76.00,9.00
579.00,1.00,"Macaranga-type",712.00,2.00
579.00,1.00,"Margaritaria discoidea",2019.00,29.00
579.00,1.00,"Monocotyledoneae undiff.",1202.00,1.00
579.00,1.00,"Myrianthus-type",2874.00,1.00
579.00,1.00,"Pancovia-type",904.00,1.00
579.00,1.00,"Petersianthus-type macrocarpus",3898.00,1.00
579.00,1.00,"Plagiostyles-type africana",3827.00,1.00
579.00,1.00,"Poaceae undiff.",1207.00,15.00
579.00,1.00,"Pycnanthus",470.00,15.00
579.00,1.00,"Rhamnaceae undiff.",1214.00,8.00
579.00,1.00,"Solanum-type",384.00,2.00
579.00,1.00,"Sterculia-type",40.00,81.00
579.00,1.00,"Strombosiopsis tetrandra",10131.00,1.00
579.00,1.00,"Tetrapleura tetraptera-type",767.00,1.00
579.00,1.00,"Tetrorchidium",13.00,2.00
579.00,1.00,"Tiliaceae undiff.",1759.00,4.00
579.00,1.00,"Uapaca",10.00,72.00
579.00,1.00,"Uncaria-type africana",1701.00,7.00
579.00,1.00,"Vitaceae undiff.",2076.00,37.00
580.00,1.00,"Acalypha",133.00,1.00
580.00,1.00,"Alchornea",118.00,4.00
580.00,1.00,"Aphania-type senegalensis",1098.00,1.00
580.00,1.00,"Caesalpiniaceae undiff.",46.00,7.00
580.00,1.00,"Calpocalyx-type",591.00,6.00
580.00,1.00,"Cardiospermum",471.00,3.00
580.00,1.00,"Ceiba pentandra",30.00,22.00
580.00,1.00,"Celastraceae/Hippocrateaceae undiff.",1184.00,10.00
580.00,1.00,"Celtis",16.00,12.00
580.00,1.00,"Entada-type",517.00,1.00
580.00,1.00,"Euphorbia-type",529.00,29.00
580.00,1.00,"Ficus",127.00,1.00
580.00,1.00,"Indeterminable",1198.00,88.00
580.00,1.00,"Irvingia-type gabonensis",76.00,2.00
580.00,1.00,"Loranthaceae undiff.",3910.00,1.00
580.00,1.00,"Margaritaria discoidea",2019.00,59.00
580.00,1.00,"Meliaceae undiff.",3920.00,2.00
580.00,1.00,"Mimosaceae undiff.",3942.00,4.00
580.00,1.00,"Monoletes undiff.",1203.00,1.00
580.00,1.00,"Petersianthus-type macrocarpus",3898.00,2.00
580.00,1.00,"Plagiostyles-type africana",3827.00,2.00
580.00,1.00,"Poaceae undiff.",1207.00,7.00
580.00,1.00,"Pycnanthus",470.00,4.00
580.00,1.00,"Rhamnaceae undiff.",1214.00,2.00
580.00,1.00,"Solanum-type",384.00,3.00
580.00,1.00,"Sterculia-type",40.00,124.00
580.00,1.00,"Syzygium-type",5.00,2.00
580.00,1.00,"Tetracera",287.00,5.00
580.00,1.00,"Tetrorchidium",13.00,1.00
580.00,1.00,"Tiliaceae undiff.",1759.00,5.00
580.00,1.00,"Triletes undiff.",1230.00,1.00
580.00,1.00,"Uapaca",10.00,75.00
580.00,1.00,"Uncaria-type africana",1701.00,6.00
580.00,1.00,"Vitaceae undiff.",2076.00,15.00
580.00,1.00,"Zanthoxylum-type",788.00,1.00
581.00,1.00,"Alchornea",118.00,11.00
581.00,1.00,"Apocynaceae undiff.",857.00,1.00
581.00,1.00,"Caesalpiniaceae undiff.",46.00,10.00
581.00,1.00,"Calpocalyx-type",591.00,6.00
581.00,1.00,"Ceiba pentandra",30.00,24.00
581.00,1.00,"Celastraceae/Hippocrateaceae undiff.",1184.00,33.00
581.00,1.00,"Celtis",16.00,14.00
581.00,1.00,"Entada-type",517.00,4.00
581.00,1.00,"Euphorbia-type",529.00,48.00
581.00,1.00,"Evolvulus-type",512.00,5.00
581.00,1.00,"Ficus",127.00,6.00
581.00,1.00,"Indeterminable",1198.00,69.00
581.00,1.00,"Irvingia-type gabonensis",76.00,9.00
581.00,1.00,"Loranthaceae undiff.",3910.00,1.00
581.00,1.00,"Margaritaria discoidea",2019.00,37.00
581.00,1.00,"Menispermaceae undiff.",1201.00,2.00
581.00,1.00,"Mimosaceae undiff.",3942.00,6.00
581.00,1.00,"Myrianthus-type",2874.00,61.00
581.00,1.00,"Petersianthus-type macrocarpus",3898.00,1.00
581.00,1.00,"Poaceae undiff.",1207.00,21.00
581.00,1.00,"Pycnanthus",470.00,4.00
581.00,1.00,"Rhamnaceae undiff.",1214.00,2.00
581.00,1.00,"Solanum-type",384.00,2.00
581.00,1.00,"Sterculia-type",40.00,12.00
581.00,1.00,"Syzygium-type",5.00,1.00
581.00,1.00,"Tetracera",287.00,7.00
581.00,1.00,"Tetrorchidium",13.00,4.00
581.00,1.00,"Uapaca",10.00,46.00
581.00,1.00,"Uncaria-type africana",1701.00,16.00
581.00,1.00,"Vitaceae undiff.",2076.00,17.00
582.00,1.00,"Alchornea",118.00,11.00
582.00,1.00,"Aphania-type senegalensis",1098.00,1.00
582.00,1.00,"Caesalpiniaceae undiff.",46.00,21.00
582.00,1.00,"Calpocalyx-type",591.00,2.00
582.00,1.00,"Ceiba pentandra",30.00,32.00
582.00,1.00,"Celastraceae/Hippocrateaceae undiff.",1184.00,25.00
582.00,1.00,"Celtis",16.00,2.00
582.00,1.00,"Entada-type",517.00,3.00
582.00,1.00,"Euphorbia-type",529.00,37.00
582.00,1.00,"Evolvulus-type",512.00,6.00
582.00,1.00,"Fabaceae undiff.",88.00,1.00
582.00,1.00,"Indeterminable",1198.00,25.00
582.00,1.00,"Irvingia-type gabonensis",76.00,7.00
582.00,1.00,"Landolphia-type",9.00,3.00
582.00,1.00,"Loranthaceae undiff.",3910.00,1.00
582.00,1.00,"Margaritaria discoidea",2019.00,56.00
582.00,1.00,"Meliaceae undiff.",3920.00,3.00
582.00,1.00,"Menispermaceae undiff.",1201.00,3.00
582.00,1.00,"Mimosaceae undiff.",3942.00,4.00
582.00,1.00,"Monocotyledoneae undiff.",1202.00,6.00
582.00,1.00,"Monoletes undiff.",1203.00,3.00
582.00,1.00,"Moraceae undiff.",1752.00,2.00
582.00,1.00,"Poaceae undiff.",1207.00,10.00
582.00,1.00,"Pycnanthus",470.00,4.00
582.00,1.00,"Rhamnaceae undiff.",1214.00,4.00
582.00,1.00,"Rubiaceae undiff.",1219.00,1.00
582.00,1.00,"Solanum-type",384.00,1.00
582.00,1.00,"Sterculia-type",40.00,76.00
582.00,1.00,"Strombosia scheffleri-type",3979.00,4.00
582.00,1.00,"Tetracera",287.00,1.00
582.00,1.00,"Tetrorchidium",13.00,1.00
582.00,1.00,"Triletes undiff.",1230.00,1.00
582.00,1.00,"Uapaca",10.00,44.00
582.00,1.00,"Uncaria-type africana",1701.00,11.00
582.00,1.00,"Vitaceae undiff.",2076.00,39.00
583.00,1.00,"Acalypha",133.00,1.00
583.00,1.00,"Alchornea",118.00,38.00
583.00,1.00,"Caesalpiniaceae undiff.",46.00,3.00
583.00,1.00,"Calpocalyx-type",591.00,9.00
583.00,1.00,"Cardiospermum",471.00,1.00
583.00,1.00,"Ceiba pentandra",30.00,2.00
583.00,1.00,"Celastraceae/Hippocrateaceae undiff.",1184.00,11.00
583.00,1.00,"Celtis",16.00,3.00
583.00,1.00,"Combretaceae undiff.",1187.00,1.00
583.00,1.00,"Croton-type",100.00,2.00
583.00,1.00,"Cyperaceae undiff.",1190.00,2.00
583.00,1.00,"Entada-type",517.00,1.00
583.00,1.00,"Euphorbia-type",529.00,440.00
583.00,1.00,"Evolvulus-type",512.00,7.00
583.00,1.00,"Ficus",127.00,1.00
583.00,1.00,"Indeterminable",1198.00,59.00
583.00,1.00,"Irvingia-type gabonensis",76.00,1.00
583.00,1.00,"Loranthaceae undiff.",3910.00,2.00
583.00,1.00,"Margaritaria discoidea",2019.00,17.00
583.00,1.00,"Meliaceae undiff.",3920.00,1.00
583.00,1.00,"Menispermaceae undiff.",1201.00,5.00
583.00,1.00,"Mimosaceae undiff.",3942.00,2.00
583.00,1.00,"Petersianthus-type macrocarpus",3898.00,1.00
583.00,1.00,"Plagiostyles-type africana",3827.00,1.00
583.00,1.00,"Poaceae undiff.",1207.00,2.00
583.00,1.00,"Pycnanthus",470.00,6.00
583.00,1.00,"Solanum-type",384.00,1.00
583.00,1.00,"Sterculia-type",40.00,8.00
583.00,1.00,"Tetracera",287.00,2.00
583.00,1.00,"Tiliaceae undiff.",1759.00,9.00
583.00,1.00,"Uapaca",10.00,14.00
583.00,1.00,"Uncaria-type africana",1701.00,9.00
583.00,1.00,"Vepris-type",4083.00,1.00
583.00,1.00,"Vitaceae undiff.",2076.00,13.00
584.00,1.00,"Alchornea",118.00,30.00
584.00,1.00,"Calpocalyx-type",591.00,11.00
584.00,1.00,"Ceiba pentandra",30.00,3.00
584.00,1.00,"Celastraceae/Hippocrateaceae undiff.",1184.00,38.00
584.00,1.00,"Celtis",16.00,5.00
584.00,1.00,"Croton-type",100.00,1.00
584.00,1.00,"Cyperaceae undiff.",1190.00,1.00
584.00,1.00,"Entada-type",517.00,9.00
584.00,1.00,"Euphorbia-type",529.00,268.00
584.00,1.00,"Evolvulus-type",512.00,7.00
584.00,1.00,"Fabaceae undiff.",88.00,1.00
584.00,1.00,"Ficus",127.00,1.00
584.00,1.00,"Hymenostegia-type pellegrinii",3691.00,3.00
584.00,1.00,"Indeterminable",1198.00,38.00
584.00,1.00,"Irvingia-type gabonensis",76.00,5.00
584.00,1.00,"Loranthaceae undiff.",3910.00,2.00
584.00,1.00,"Macaranga-type",712.00,8.00
584.00,1.00,"Margaritaria discoidea",2019.00,45.00
584.00,1.00,"Meliaceae undiff.",3920.00,3.00
584.00,1.00,"Mimosa pigra-type",1751.00,1.00
584.00,1.00,"Mimosaceae undiff.",3942.00,7.00
584.00,1.00,"Monocotyledoneae undiff.",1202.00,1.00
584.00,1.00,"Petersianthus-type macrocarpus",3898.00,7.00
584.00,1.00,"Plagiostyles-type africana",3827.00,4.00
584.00,1.00,"Poaceae undiff.",1207.00,2.00
584.00,1.00,"Pycnanthus",470.00,11.00
584.00,1.00,"Rhamnaceae undiff.",1214.00,1.00
584.00,1.00,"Sericostachys-type scandens",625.00,1.00
584.00,1.00,"Sterculia-type",40.00,11.00
584.00,1.00,"Tetracera",287.00,2.00
584.00,1.00,"Tetrorchidium",13.00,1.00
584.00,1.00,"Tiliaceae undiff.",1759.00,10.00
584.00,1.00,"Uapaca",10.00,15.00
584.00,1.00,"Uncaria-type africana",1701.00,8.00
584.00,1.00,"Vepris-type",4083.00,1.00
584.00,1.00,"Vitaceae undiff.",2076.00,26.00
585.00,1.00,"Acalypha",133.00,2.00
585.00,1.00,"Alchornea",118.00,32.00
585.00,1.00,"Calpocalyx-type",591.00,14.00
585.00,1.00,"Celastraceae/Hippocrateaceae undiff.",1184.00,31.00
585.00,1.00,"Celtis",16.00,4.00
585.00,1.00,"Croton-type",100.00,1.00
585.00,1.00,"Entada-type",517.00,5.00
585.00,1.00,"Euphorbia-type",529.00,249.00
585.00,1.00,"Evolvulus-type",512.00,4.00
585.00,1.00,"Fabaceae undiff.",88.00,2.00
585.00,1.00,"Ficus",127.00,1.00
585.00,1.00,"Hymenostegia-type pellegrinii",3691.00,1.00
585.00,1.00,"Irvingia-type gabonensis",76.00,7.00
585.00,1.00,"Loranthaceae undiff.",3910.00,4.00
585.00,1.00,"Macaranga-type",712.00,4.00
585.00,1.00,"Margaritaria discoidea",2019.00,44.00
585.00,1.00,"Meliaceae undiff.",3920.00,2.00
585.00,1.00,"Mimosaceae undiff.",3942.00,10.00
585.00,1.00,"Monocotyledoneae undiff.",1202.00,7.00
585.00,1.00,"Moraceae undiff.",1752.00,1.00
585.00,1.00,"Myrianthus-type",2874.00,3.00
585.00,1.00,"Petersianthus-type macrocarpus",3898.00,2.00
585.00,1.00,"Plagiostyles-type africana",3827.00,2.00
585.00,1.00,"Poaceae undiff.",1207.00,4.00
585.00,1.00,"Pycnanthus",470.00,8.00
585.00,1.00,"Rhamnaceae undiff.",1214.00,1.00
585.00,1.00,"Sterculia-type",40.00,17.00
585.00,1.00,"Tetracera",287.00,1.00
585.00,1.00,"Tiliaceae undiff.",1759.00,16.00
585.00,1.00,"Uapaca",10.00,30.00
585.00,1.00,"Uncaria-type africana",1701.00,3.00
585.00,1.00,"Vepris-type",4083.00,1.00
585.00,1.00,"Vitaceae undiff.",2076.00,27.00
586.00,1.00,"Alchornea",118.00,25.00
586.00,1.00,"Allophylus",248.00,1.00
586.00,1.00,"Aphania-type senegalensis",1098.00,1.00
586.00,1.00,"Apocynaceae undiff.",857.00,2.00
586.00,1.00,"Calpocalyx-type",591.00,11.00
586.00,1.00,"Ceiba pentandra",30.00,2.00
586.00,1.00,"Celastraceae/Hippocrateaceae undiff.",1184.00,14.00
586.00,1.00,"Celtis",16.00,2.00
586.00,1.00,"Cyttaranthus congolensis",3807.00,1.00
586.00,1.00,"Dacryodes-type",467.00,1.00
586.00,1.00,"Entada-type",517.00,6.00
586.00,1.00,"Euphorbia-type",529.00,162.00
586.00,1.00,"Evolvulus-type",512.00,4.00
586.00,1.00,"Fabaceae undiff.",88.00,4.00
586.00,1.00,"Indeterminable",1198.00,70.00
586.00,1.00,"Irvingia-type gabonensis",76.00,6.00
586.00,1.00,"Loranthaceae undiff.",3910.00,2.00
586.00,1.00,"Lygodium",1052.00,2.00
586.00,1.00,"Macaranga-type",712.00,10.00
586.00,1.00,"Margaritaria discoidea",2019.00,13.00
586.00,1.00,"Mimosaceae undiff.",3942.00,7.00
586.00,1.00,"Moraceae undiff.",1752.00,1.00
586.00,1.00,"Petersianthus-type macrocarpus",3898.00,4.00
586.00,1.00,"Plagiostyles-type africana",3827.00,1.00
586.00,1.00,"Poaceae undiff.",1207.00,2.00
586.00,1.00,"Pycnanthus",470.00,23.00
586.00,1.00,"Rhamnaceae undiff.",1214.00,2.00
586.00,1.00,"Rubiaceae undiff.",1219.00,2.00
586.00,1.00,"Solanum-type",384.00,1.00
586.00,1.00,"Sterculia-type",40.00,2.00
586.00,1.00,"Syzygium-type",5.00,19.00
586.00,1.00,"Tiliaceae undiff.",1759.00,30.00
586.00,1.00,"Typha",112.00,1.00
586.00,1.00,"Uapaca",10.00,14.00
586.00,1.00,"Uncaria-type africana",1701.00,5.00
586.00,1.00,"Urticaceae undiff.",1232.00,1.00
586.00,1.00,"Vitaceae undiff.",2076.00,26.00
587.00,1.00,"Acacia",37.00,1.00
587.00,1.00,"Acalypha",133.00,3.00
587.00,1.00,"Achyranthes-type aspera",438.00,1.00
587.00,1.00,"Alchornea",118.00,42.00
587.00,1.00,"Asteraceae undiff.",1174.00,1.00
587.00,1.00,"Caesalpiniaceae undiff.",46.00,1.00
587.00,1.00,"Calpocalyx-type",591.00,19.00
587.00,1.00,"Ceiba pentandra",30.00,2.00
587.00,1.00,"Celastraceae/Hippocrateaceae undiff.",1184.00,31.00
587.00,1.00,"Celtis",16.00,1.00
587.00,1.00,"Combretaceae undiff.",1187.00,3.00
587.00,1.00,"Croton-type",100.00,6.00
587.00,1.00,"Cyperaceae undiff.",1190.00,1.00
587.00,1.00,"Dacryodes-type",467.00,1.00
587.00,1.00,"Entada-type",517.00,9.00
587.00,1.00,"Euphorbia-type",529.00,126.00
587.00,1.00,"Evolvulus-type",512.00,7.00
587.00,1.00,"Fabaceae undiff.",88.00,3.00
587.00,1.00,"Ficus",127.00,2.00
587.00,1.00,"Indeterminable",1198.00,99.00
587.00,1.00,"Irvingia-type gabonensis",76.00,22.00
587.00,1.00,"Loranthaceae undiff.",3910.00,4.00
587.00,1.00,"Margaritaria discoidea",2019.00,34.00
587.00,1.00,"Mimosa pigra-type",1751.00,1.00
587.00,1.00,"Mimosaceae undiff.",3942.00,14.00
587.00,1.00,"Moraceae undiff.",1752.00,1.00
587.00,1.00,"Myrianthus-type",2874.00,1.00
587.00,1.00,"Pancovia-type",904.00,1.00
587.00,1.00,"Petersianthus-type macrocarpus",3898.00,1.00
587.00,1.00,"Plagiostyles-type africana",3827.00,2.00
587.00,1.00,"Poaceae undiff.",1207.00,2.00
587.00,1.00,"Pycnanthus",470.00,11.00
587.00,1.00,"Rutaceae undiff.",2045.00,1.00
587.00,1.00,"Sapindaceae undiff.",1223.00,1.00
587.00,1.00,"Solanum-type",384.00,3.00
587.00,1.00,"Sterculia-type",40.00,7.00
587.00,1.00,"Strombosia scheffleri-type",3979.00,1.00
587.00,1.00,"Syzygium-type",5.00,13.00
587.00,1.00,"Tetracera",287.00,1.00
587.00,1.00,"Tetrorchidium",13.00,2.00
587.00,1.00,"Tiliaceae undiff.",1759.00,7.00
587.00,1.00,"Uapaca",10.00,14.00
587.00,1.00,"Uncaria-type africana",1701.00,3.00
587.00,1.00,"Vepris-type",4083.00,1.00
